chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1
chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1
chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1
chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1
chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1
chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,pilar_baixo_largo,chao1,chao1,chao1,chao1,chao1,chao1
chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,pilar_baixo_largo,chao4,chao4,chao4,chao4,chao4,chao4,chao4,chao4,chao4,chao4,chao4,chao4,chao4,chao4,pilar_baixo_largo,chao1,chao1,chao1,chao1,chao1,chao1
chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,pilar_baixo_largo,chao4,chao4,chao4,chao4,chao4,chao4,chao3,chao3,chao3,chao4,chao4,chao4,chao4,chao4,pilar_baixo_largo,chao1,chao1,chao1,chao1,chao1,chao1
chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,pilar_baixo_largo,bueiro_s_agua,chao4,chao4,chao4,chao4,chao4,chao3,chao3,chao3,chao4,chao4,chao4,chao4,bueiro_s_agua,pilar_baixo_largo,chao1,chao1,chao1,chao1,chao1,chao1
chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,pilar_baixo_largo,chao4,chao4,chao4,chao4,chao4,chao4,chao3,chao3,chao3,chao4,chao4,chao4,chao4,chao4,pilar_baixo_largo,chao1,chao1,chao1,chao1,chao1,chao1
chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,chao1,pilar_baixo_largo,chao4,chao4,chao4,chao4,chao4,chao4,chao3,chao3,chao3,chao4,chao4,chao4,chao4,chao4,pilar_baixo_largo,chao1,chao1,chao1,chao1,chao1,chao1
